Monitoring Date,Officer ID,Officer Name,Site ID,Site Name,Site Location,Activity ID,Activity Type,Activity Description,Activity Duration (hours),Equipment Used,Pollution Level Detected,Compliance Status,Community Feedback Rating,Transaction ID
6/21/2022,18,Vicky Turner,24,Speers Point Park,"Park Road, Speers Point, NSW 2284",947,Noise Level Measurement,Description 186,1.97,Equipment 18,136.47,Non-Compliant,5,1216
4/14/2022,14,Isabella Thompson,3,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",141,Noise Level Measurement,Description 5,7.19,Equipment 10,439.72,Non-Compliant,3,295
4/17/2022,25,Isabella Thompson,4,Redhead Beach,"Beach Road, Redhead, NSW 2290",618,Soil Quality Test,Description 142,4.42,Equipment 1,399.84,Compliant,3,2158
7/8/2022,12,Xena Perez,20,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",827,Soil Quality Test,Description 28,6.25,Equipment 12,17.25,Compliant,4,2100
2/12/2022,19,Hannah Moore,22,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",476,Air Quality Check,Description 4,6.35,Equipment 5,40.3,Compliant,3,2879
4/4/2022,20,Zoe Ward,2,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",418,Air Quality Check,Description 39,6.97,Equipment 9,74.72,Compliant,5,3780
3/4/2022,3,Xena Perez,5,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",54,Air Quality Check,Description 147,3.55,Equipment 20,107.66,Non-Compliant,3,362
8/21/2022,15,Rachel King,11,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",70,Water Quality Test,Description 16,1.49,Equipment 6,129.89,Compliant,5,1356
11/9/2022,23,Jane White,8,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",312,Noise Level Measurement,Description 146,2.68,Equipment 4,319.41,Compliant,3,2862
10/16/2022,20,Fiona Wilson,20,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",760,Air Quality Check,Description 25,7.61,Equipment 1,351.75,Non-Compliant,5,4910
9/4/2022,15,Vicky Turner,13,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",820,Air Quality Check,Description 87,6.68,Equipment 20,148.5,Compliant,3,693
9/17/2022,11,Vicky Turner,13,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",6,Water Quality Test,Description 78,4.47,Equipment 14,113.25,Compliant,3,2476
4/16/2022,11,Isabella Thompson,23,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",798,Soil Quality Test,Description 160,1.46,Equipment 2,84.45,Non-Compliant,5,4122
8/28/2022,14,Alice Johnson,11,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",39,Water Quality Test,Description 70,1.79,Equipment 10,243.48,Non-Compliant,2,2000
3/11/2022,5,Alice Johnson,17,Lambton Park,"Morehead Street, Lambton, NSW 2299",846,Air Quality Check,Description 7,6.96,Equipment 5,305.74,Compliant,4,489
10/25/2022,12,Diana Taylor,10,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",930,Air Quality Check,Description 45,5.28,Equipment 8,147.42,Non-Compliant,4,4462
5/4/2022,9,Samantha Wright,19,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",58,Noise Level Measurement,Description 93,6.07,Equipment 8,328.59,Compliant,1,4371
2/7/2022,9,Beth Smith,23,Waratah Park,"Turton Road, Waratah, NSW 2298",872,Soil Quality Test,Description 9,2.61,Equipment 7,306.74,Compliant,4,4128
6/26/2022,17,Zoe Ward,17,King Edward Park,"Reserve Road, Newcastle, NSW 2300",917,Air Quality Check,Description 28,6.6,Equipment 5,224.73,Non-Compliant,4,1469
2/27/2022,25,Paula Young,8,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",847,Air Quality Check,Description 182,2.76,Equipment 17,455.75,Non-Compliant,3,267
4/25/2022,3,Wendy Mitchell,12,King Edward Park,"Reserve Road, Newcastle, NSW 2300",871,Air Quality Check,Description 151,7.48,Equipment 5,394.14,Compliant,4,592
8/6/2022,6,Beth Smith,15,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",240,Water Quality Test,Description 126,1.93,Equipment 19,75.27,Compliant,5,1955
2/23/2022,19,Natalie Walker,21,Merewether Beach,"John Parade, Merewether, NSW 2291",171,Water Quality Test,Description 74,2.56,Equipment 19,329.75,Compliant,5,1781
9/7/2022,3,Vicky Turner,10,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",777,Noise Level Measurement,Description 169,2.72,Equipment 4,133.05,Non-Compliant,2,2216
4/12/2022,19,Isabella Thompson,19,Speers Point Park,"Park Road, Speers Point, NSW 2284",279,Air Quality Check,Description 158,6.37,Equipment 16,431.08,Compliant,5,2417
11/30/2022,7,Tina Scott,18,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",879,Noise Level Measurement,Description 29,7.26,Equipment 13,212.73,Compliant,2,225
2/28/2022,20,Kate Harris,13,Redhead Beach,"Beach Road, Redhead, NSW 2290",759,Noise Level Measurement,Description 54,5.07,Equipment 17,246.15,Non-Compliant,4,4986
10/16/2022,13,Megan Lewis,11,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",563,Noise Level Measurement,Description 130,3.69,Equipment 15,481.19,Non-Compliant,4,4820
7/26/2022,21,Ella Brown,8,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",220,Noise Level Measurement,Description 187,5.18,Equipment 14,136.17,Non-Compliant,2,833
1/11/2022,11,Rachel King,8,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",322,Air Quality Check,Description 66,5.31,Equipment 17,399.81,Non-Compliant,1,1635
7/3/2022,24,Vicky Turner,4,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",503,Air Quality Check,Description 124,7.91,Equipment 10,398.34,Compliant,1,2847
1/3/2022,14,Megan Lewis,5,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",489,Air Quality Check,Description 173,5.34,Equipment 11,118.05,Non-Compliant,2,2063
4/9/2022,19,Xena Perez,21,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",781,Soil Quality Test,Description 104,4.38,Equipment 14,209.08,Compliant,5,4255
9/24/2022,1,Beth Smith,15,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",960,Noise Level Measurement,Description 44,7.95,Equipment 1,443.93,Compliant,5,856
8/30/2022,22,Alice Johnson,15,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",889,Noise Level Measurement,Description 93,3.21,Equipment 20,239.28,Compliant,3,3962
12/31/2022,16,Alice Johnson,22,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",95,Noise Level Measurement,Description 44,1.08,Equipment 11,497.68,Non-Compliant,4,4643
6/28/2022,21,Samantha Wright,19,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",119,Soil Quality Test,Description 134,6.66,Equipment 11,173.67,Compliant,4,2155
9/20/2022,15,Tina Scott,3,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",102,Soil Quality Test,Description 121,2.67,Equipment 14,499.24,Compliant,1,3702
6/25/2022,11,Ella Brown,1,Lambton Park,"Morehead Street, Lambton, NSW 2299",31,Noise Level Measurement,Description 112,1.61,Equipment 18,79.18,Non-Compliant,4,4929
6/1/2022,21,Zoe Ward,15,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",289,Air Quality Check,Description 135,1.25,Equipment 12,278.85,Compliant,5,1234
12/9/2022,6,Beth Smith,9,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",436,Water Quality Test,Description 110,2.74,Equipment 9,347.13,Compliant,4,3692
10/5/2022,9,Laura Clark,19,Waratah Park,"Turton Road, Waratah, NSW 2298",747,Noise Level Measurement,Description 134,4.56,Equipment 18,169.67,Non-Compliant,4,4800
2/13/2022,6,Xena Perez,21,King Edward Park,"Reserve Road, Newcastle, NSW 2300",196,Air Quality Check,Description 67,5.74,Equipment 1,312.08,Compliant,1,2640
5/10/2022,12,Paula Young,16,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",563,Soil Quality Test,Description 100,2.93,Equipment 16,316.56,Compliant,5,2824
3/19/2022,8,Diana Taylor,5,King Edward Park,"Reserve Road, Newcastle, NSW 2300",331,Soil Quality Test,Description 179,4.36,Equipment 4,45.52,Non-Compliant,2,889
11/20/2022,10,Diana Taylor,17,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",28,Soil Quality Test,Description 196,2.81,Equipment 12,302.36,Compliant,3,4488
3/9/2022,10,Alice Johnson,19,Merewether Beach,"John Parade, Merewether, NSW 2291",116,Air Quality Check,Description 199,1.08,Equipment 8,498.16,Non-Compliant,5,1748
8/14/2022,7,Fiona Wilson,11,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",880,Soil Quality Test,Description 38,3.38,Equipment 7,5.6,Compliant,2,625
10/23/2022,5,Fiona Wilson,16,Speers Point Park,"Park Road, Speers Point, NSW 2284",953,Noise Level Measurement,Description 91,2.49,Equipment 13,261.45,Non-Compliant,1,3295
4/19/2022,19,Megan Lewis,14,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",111,Noise Level Measurement,Description 128,4.08,Equipment 16,357.01,Non-Compliant,4,2595
5/2/2022,10,Megan Lewis,20,Redhead Beach,"Beach Road, Redhead, NSW 2290",748,Soil Quality Test,Description 151,4.65,Equipment 3,403.02,Non-Compliant,1,3113
10/23/2022,3,Ella Brown,7,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",660,Air Quality Check,Description 168,1.6,Equipment 8,364.85,Compliant,2,1218
9/4/2022,19,Natalie Walker,8,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",371,Soil Quality Test,Description 57,3.87,Equipment 10,63.16,Non-Compliant,5,4720
11/17/2022,7,Ella Brown,12,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",927,Water Quality Test,Description 23,2.98,Equipment 5,38.84,Non-Compliant,4,161
12/29/2022,17,Alice Johnson,10,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",789,Noise Level Measurement,Description 139,7.7,Equipment 18,292.73,Compliant,5,2939
2/2/2022,10,Laura Clark,6,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",341,Soil Quality Test,Description 189,2.03,Equipment 12,152.99,Compliant,2,172
5/18/2022,2,Laura Clark,13,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",286,Noise Level Measurement,Description 109,6.59,Equipment 6,320.1,Non-Compliant,4,2260
4/19/2022,2,Paula Young,3,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",333,Water Quality Test,Description 12,3.3,Equipment 10,101.1,Non-Compliant,3,2987
5/3/2022,14,Catherine Lee,24,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",436,Noise Level Measurement,Description 169,4.6,Equipment 12,340.27,Compliant,2,3646
12/11/2022,21,Vicky Turner,22,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",525,Water Quality Test,Description 95,4.77,Equipment 4,57.18,Non-Compliant,5,994
6/22/2022,1,Tina Scott,19,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",409,Noise Level Measurement,Description 38,3.27,Equipment 1,201.05,Non-Compliant,3,4336
3/7/2022,9,Alice Johnson,14,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",438,Air Quality Check,Description 122,4.58,Equipment 1,4.15,Non-Compliant,3,3222
8/14/2022,12,Jane White,18,Lambton Park,"Morehead Street, Lambton, NSW 2299",73,Soil Quality Test,Description 80,2.72,Equipment 18,429.13,Non-Compliant,1,4996
2/8/2022,14,Natalie Walker,24,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",782,Noise Level Measurement,Description 150,6.32,Equipment 1,23.15,Non-Compliant,4,1411
4/26/2022,22,Tina Scott,21,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",299,Water Quality Test,Description 155,3.17,Equipment 5,55.58,Compliant,1,1539
7/23/2022,7,Beth Smith,24,Waratah Park,"Turton Road, Waratah, NSW 2298",637,Air Quality Check,Description 74,2.84,Equipment 7,397.2,Non-Compliant,2,1173
6/1/2022,4,Fiona Wilson,2,King Edward Park,"Reserve Road, Newcastle, NSW 2300",191,Noise Level Measurement,Description 106,4.83,Equipment 11,263.75,Non-Compliant,1,2610
10/3/2022,10,Ella Brown,5,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",950,Soil Quality Test,Description 46,6.83,Equipment 11,294.14,Non-Compliant,1,2579
1/15/2022,5,Jane White,20,King Edward Park,"Reserve Road, Newcastle, NSW 2300",589,Soil Quality Test,Description 149,5.53,Equipment 19,454.11,Non-Compliant,1,486
10/5/2022,5,Rachel King,13,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",65,Noise Level Measurement,Description 108,3.35,Equipment 7,267.32,Compliant,3,1986
8/17/2022,20,Catherine Lee,20,Merewether Beach,"John Parade, Merewether, NSW 2291",307,Water Quality Test,Description 133,3.39,Equipment 11,71.17,Non-Compliant,4,1366
8/10/2022,20,Uma Allen,1,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",293,Water Quality Test,Description 77,3.11,Equipment 17,332.06,Compliant,2,589
10/12/2022,12,Uma Allen,5,Speers Point Park,"Park Road, Speers Point, NSW 2284",337,Soil Quality Test,Description 60,6.12,Equipment 16,355.75,Non-Compliant,1,4948
7/1/2022,25,Paula Young,14,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",582,Air Quality Check,Description 191,2.09,Equipment 18,463.51,Compliant,5,4894
10/17/2022,20,Hannah Moore,3,Redhead Beach,"Beach Road, Redhead, NSW 2290",715,Air Quality Check,Description 59,5.6,Equipment 16,113.12,Non-Compliant,3,853
2/4/2022,11,Diana Taylor,5,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",104,Noise Level Measurement,Description 52,6.25,Equipment 6,39.86,Non-Compliant,1,3678
6/3/2022,7,Samantha Wright,5,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",893,Air Quality Check,Description 61,4.36,Equipment 11,159.94,Compliant,4,3141
10/29/2022,4,Paula Young,6,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",821,Water Quality Test,Description 141,6.26,Equipment 12,237.25,Compliant,2,2568
12/15/2022,25,Vicky Turner,12,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",55,Noise Level Measurement,Description 43,4.85,Equipment 2,263.8,Non-Compliant,3,1086
11/24/2022,15,Isabella Thompson,21,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",883,Air Quality Check,Description 177,3.68,Equipment 9,121.28,Compliant,1,4987
12/9/2022,20,Hannah Moore,23,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",584,Water Quality Test,Description 72,4.71,Equipment 4,144.84,Compliant,4,438
11/15/2022,11,Jane White,9,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",650,Soil Quality Test,Description 65,7.34,Equipment 7,172.61,Compliant,1,2944
1/19/2022,1,Vicky Turner,1,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",780,Water Quality Test,Description 106,4.62,Equipment 17,221.88,Non-Compliant,1,653
9/12/2022,13,Isabella Thompson,21,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",480,Soil Quality Test,Description 22,7.57,Equipment 5,118.15,Non-Compliant,5,3730
12/17/2022,19,Isabella Thompson,13,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",856,Water Quality Test,Description 184,4.37,Equipment 16,400.61,Non-Compliant,1,894
2/15/2022,5,Rachel King,17,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",120,Soil Quality Test,Description 61,3.15,Equipment 12,209.69,Non-Compliant,5,1346
1/29/2022,2,Beth Smith,7,Lambton Park,"Morehead Street, Lambton, NSW 2299",284,Air Quality Check,Description 30,1.1,Equipment 9,318.35,Non-Compliant,4,3901
2/4/2022,2,Fiona Wilson,10,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",757,Noise Level Measurement,Description 29,6.74,Equipment 8,235.23,Compliant,3,4527
2/15/2022,2,Grace Jones,2,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",653,Water Quality Test,Description 18,4.21,Equipment 9,298.42,Non-Compliant,3,676
7/11/2022,6,Fiona Wilson,7,Waratah Park,"Turton Road, Waratah, NSW 2298",398,Soil Quality Test,Description 113,4.51,Equipment 9,447.57,Non-Compliant,4,918
8/13/2022,6,Ella Brown,13,King Edward Park,"Reserve Road, Newcastle, NSW 2300",57,Water Quality Test,Description 95,6.18,Equipment 15,54.65,Non-Compliant,3,1553
10/16/2022,7,Beth Smith,17,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",487,Soil Quality Test,Description 55,2.19,Equipment 15,10.02,Compliant,5,3745
10/17/2022,12,Diana Taylor,13,King Edward Park,"Reserve Road, Newcastle, NSW 2300",190,Soil Quality Test,Description 2,2.01,Equipment 15,84.06,Compliant,3,2605
10/30/2022,10,Laura Clark,2,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",588,Air Quality Check,Description 200,5.43,Equipment 2,457.9,Compliant,4,1112
6/18/2022,15,Fiona Wilson,12,Merewether Beach,"John Parade, Merewether, NSW 2291",99,Air Quality Check,Description 124,4.33,Equipment 16,459.74,Compliant,2,1497
6/8/2022,2,Zoe Ward,7,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",26,Water Quality Test,Description 61,5.99,Equipment 5,342.81,Non-Compliant,1,115
4/26/2022,15,Uma Allen,22,Speers Point Park,"Park Road, Speers Point, NSW 2284",535,Water Quality Test,Description 35,3,Equipment 11,221.14,Non-Compliant,4,4208
12/12/2022,1,Paula Young,1,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",915,Water Quality Test,Description 187,2.03,Equipment 5,139.95,Compliant,4,4476
10/4/2022,9,Natalie Walker,13,Redhead Beach,"Beach Road, Redhead, NSW 2290",163,Air Quality Check,Description 65,3.79,Equipment 4,285.13,Non-Compliant,3,1293
10/14/2022,4,Beth Smith,10,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",991,Noise Level Measurement,Description 95,1.27,Equipment 15,173.16,Non-Compliant,5,3742
5/26/2022,12,Fiona Wilson,24,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",930,Air Quality Check,Description 89,7.41,Equipment 20,277.81,Compliant,2,2929
7/13/2022,3,Isabella Thompson,18,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",824,Air Quality Check,Description 23,5.88,Equipment 20,199.56,Non-Compliant,2,3679
1/25/2022,9,Hannah Moore,24,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",197,Noise Level Measurement,Description 29,1.1,Equipment 8,411.93,Compliant,4,4566
6/22/2022,8,Xena Perez,17,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",786,Air Quality Check,Description 38,4.89,Equipment 2,126.29,Non-Compliant,2,4187
5/5/2022,16,Uma Allen,16,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",754,Noise Level Measurement,Description 8,5.05,Equipment 12,161.96,Non-Compliant,4,3465
4/7/2022,16,Vicky Turner,9,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",937,Water Quality Test,Description 80,4.56,Equipment 19,19.52,Non-Compliant,1,4584
11/5/2022,21,Hannah Moore,4,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",235,Noise Level Measurement,Description 30,4.36,Equipment 14,93.31,Non-Compliant,1,123
3/7/2022,4,Diana Taylor,12,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",339,Water Quality Test,Description 198,6.91,Equipment 14,97.7,Non-Compliant,2,170
4/6/2022,8,Olivia Hall,13,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",363,Water Quality Test,Description 86,1.74,Equipment 15,118.59,Non-Compliant,4,406
11/14/2022,21,Olivia Hall,23,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",634,Noise Level Measurement,Description 66,3.13,Equipment 1,240.07,Non-Compliant,2,629
1/10/2022,16,Isabella Thompson,2,Lambton Park,"Morehead Street, Lambton, NSW 2299",731,Water Quality Test,Description 188,3,Equipment 14,152.02,Compliant,2,696
2/17/2022,9,Grace Jones,14,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",966,Noise Level Measurement,Description 155,5.95,Equipment 18,295.1,Non-Compliant,4,4847
2/19/2022,1,Vicky Turner,24,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",770,Noise Level Measurement,Description 152,2.11,Equipment 10,480.2,Compliant,2,1471
4/22/2022,17,Samantha Wright,3,Waratah Park,"Turton Road, Waratah, NSW 2298",929,Noise Level Measurement,Description 160,2.93,Equipment 9,116.85,Compliant,4,3361
1/30/2022,8,Paula Young,15,King Edward Park,"Reserve Road, Newcastle, NSW 2300",290,Soil Quality Test,Description 86,3.61,Equipment 1,27.4,Non-Compliant,2,3469
5/2/2022,7,Paula Young,12,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",864,Noise Level Measurement,Description 120,6.75,Equipment 4,375.18,Non-Compliant,5,1780
9/10/2022,1,Xena Perez,20,King Edward Park,"Reserve Road, Newcastle, NSW 2300",293,Soil Quality Test,Description 23,5.28,Equipment 11,142.99,Non-Compliant,2,1009
10/5/2022,11,Alice Johnson,12,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",550,Water Quality Test,Description 196,3.67,Equipment 17,332.34,Compliant,5,1680
7/17/2022,1,Vicky Turner,1,Merewether Beach,"John Parade, Merewether, NSW 2291",542,Air Quality Check,Description 138,7.18,Equipment 3,437.5,Non-Compliant,2,4304
